id,name,license_id,address_number,address_street_name,ssn,id_license,age,height,eye_color,hair_color,gender,plate_number,car_make,car_model,annual_income,transcript,fitness_membership_status,fitness_join_date,has_license,has_income,has_interview,is_fitness_member,age_group,income_group
52627,Roberto Haner,531389.0,3109,Bounty View Blvd,121547171,531389.0,40.0,65.0,black,blonde,male,573XOO,Saab,9-2X,28400.0,,,,1,1,0,0,30-40,Ниже среднего
52643,Darcel Pyscher,685173.0,3865,Old Medway Way,469093793,685173.0,22.0,67.0,amber,white,female,68163J,BMW,M3,,,,,1,0,0,0,20-30,Низкий
52655,Carrol Degele,334806.0,325,Scheerer Rd,516011973,334806.0,44.0,55.0,black,white,male,BK3IKE,Dodge,Sprinter,,,,,1,0,0,0,40-50,Низкий
52656,Summer Rouch,745970.0,539,Baird Dr,184239539,745970.0,54.0,54.0,blue,green,female,6Y68JA,Ford,Th!nk,,,,,1,0,0,0,50-60,Низкий
52690,Oswaldo Dagrella,857846.0,3895,Paseo Flores Blvd,587756356,857846.0,59.0,68.0,blue,brown,male,J15I78,Lexus,LS,31400.0,,,,1,1,0,0,50-60,Ниже среднего
52696,Edward Lumba,397834.0,925,Spurstowe Ave,569146528,397834.0,26.0,58.0,blue,blonde,male,DX66V5,Kia,Sedona,78700.0,"
",,,1,1,1,0,20-30,Высокий
52704,Edward Robblee,118811.0,404,Paul Revere Blvd,558916938,118811.0,76.0,62.0,black,grey,male,1Y05SM,Dodge,Charger,,"Everybody looked at Alice.
",,,1,0,1,0,60+,Низкий
52712,Garrett Corin,135753.0,317,Arizona Way,666693764,135753.0,62.0,51.0,blue,grey,male,1JAT37,Hyundai,Accent,,"the royal children; there were ten of them, and the little dears came
",,,1,0,1,0,60+,Низкий
52715,Marlyn Rodemoyer,740169.0,2485,Stillbrooke Circle,867276970,740169.0,44.0,77.0,green,brown,female,7V6W4B,Chrysler,Prowler,47900.0,,,,1,1,0,0,40-50,Выше среднего
52739,Nicholas Lovins,550887.0,1356,Nerious Rd,386754805,550887.0,62.0,61.0,black,white,male,8AGR3Y,Chevrolet,Cobalt,35800.0,,,,1,1,0,0,60+,Ниже среднего
52746,Arnulfo Picchi,509949.0,2458,Cumberton Circle,805158078,509949.0,80.0,60.0,green,blonde,male,K7DK4H,MINI,Clubman,23600.0,"which the wretched Hatter trembled so, that he shook both his shoes off.
",,,1,1,1,0,60+,Ниже среднего
52759,Jenna Muysenberg,891620.0,2410,Ramstead St,235970701,891620.0,73.0,72.0,blue,blue,female,2314BM,Volkswagen,Routan,40700.0,"she had accidentally upset the week before.
",,,1,1,1,0,60+,Выше среднего
52765,Albertha Yenor,522438.0,1696,Pennock St,650678128,522438.0,38.0,67.0,green,blue,female,85B3Z1,Dodge,Ram Van 2500,52000.0,"shower of saucepans, plates, and dishes. The Duchess took no notice of
",,,1,1,1,0,30-40,Выше среднего
52770,Latia Carangelo,158191.0,557,Pettees Pond St,697147142,158191.0,64.0,55.0,blue,blonde,female,6A4RZN,Chevrolet,Silverado,41400.0,,,,1,1,0,0,60+,Выше среднего
52796,Argelia Tiegs,240519.0,1641,Old Riva Blvd,227676921,240519.0,69.0,53.0,blue,green,female,X2IG10,Mazda,B-Series Plus,43800.0,,,,1,1,0,0,60+,Выше среднего
52821,Dominique Scibetta,811042.0,1826,Stoneleigh Park Ave,727623404,811042.0,69.0,71.0,green,blue,female,118778,Jaguar,XJ Series,,"hand again, and made another snatch in the air. This time there were
",,,1,0,1,0,60+,Низкий
52832,Gale Norko,511479.0,3898,Shirlock Way,633113101,511479.0,87.0,76.0,amber,white,male,VP1OS5,Pontiac,Grand Am,69500.0,"
",,,1,1,1,0,60+,Высокий
52833,Bettyann Dehrer,558031.0,2999,Bonehurst Blvd,384674648,558031.0,23.0,76.0,brown,blue,female,PQ5AA7,Chevrolet,Suburban 2500,,,,,1,0,0,0,20-30,Низкий
52856,Hilario Kreatsoulas,675519.0,508,N Golden Dr,276055702,675519.0,72.0,79.0,blue,green,male,X4M61W,Chevrolet,Corvette,66600.0,,,,1,1,0,0,60+,Высокий
52890,Sun Oberman,444002.0,2525,Isle Royal Circle,797115758,444002.0,32.0,60.0,black,brown,female,Y0PL38,Lexus,GS,47600.0,"
",,,1,1,1,0,30-40,Выше среднего
52902,Breana Cambi,806265.0,211,Kurrajong Ave,965729378,806265.0,69.0,56.0,brown,red,female,K7P8NG,Chevrolet,Trailblazer,10800.0,"‘What was that?’ inquired Alice.
",,,1,1,1,0,60+,Ниже среднего
52938,Nathanial Agron,801781.0,1178,Royal George Ave,698666339,801781.0,88.0,78.0,brown,green,male,I14W2K,Toyota,Echo,,"hedgehog to, and, as the doubled-up soldiers were always getting up
",,,1,0,1,0,60+,Низкий
52940,Renea Maciejko,918595.0,1643,Hosker Blvd,594320493,918595.0,69.0,51.0,blue,green,female,73244Q,GMC,Yukon,34700.0," Will you, won’t you, will you, won’t you, won’t you join the dance?”’
",,,1,1,1,0,60+,Ниже среднего
52972,Adrianne Wallack,285198.0,3358,Stowaway St,502636852,285198.0,84.0,63.0,green,red,female,2S7VG0,Chevrolet,Uplander,65500.0,,,,1,1,0,0,60+,Высокий
52978,Wilbert Mccraven,546691.0,1930,Dartmouth Park Dr,309087439,546691.0,66.0,55.0,brown,grey,male,T1PQLQ,Chevrolet,Suburban 2500,67800.0,"‘Come, let’s try the first figure!’ said the Mock Turtle to the Gryphon.
",,,1,1,1,0,60+,Высокий
53000,Elvis Pietrzak,617971.0,1302,Pinetree Dr,785409724,617971.0,62.0,80.0,green,black,male,7DDBJ0,Chevrolet,Silverado 2500,78000.0,,,,1,1,0,0,60+,Высокий
53004,Maria Trinkley,817931.0,2445,Darley Rd,473821037,817931.0,59.0,54.0,brown,red,male,1M70J5,Saturn,VUE,27200.0,,,,1,1,0,0,50-60,Ниже среднего
53006,Leida Rylaarsdam,658669.0,1056,Matteline Circle,361447396,658669.0,38.0,67.0,brown,red,female,7D23F7,Acura,Integra,75400.0,"to the dance. So they got thrown out to sea. So they had to fall a long
",,,1,1,1,0,30-40,Высокий
53025,Kali Tangert,668929.0,3093,Canonbie Rd,527221516,668929.0,69.0,69.0,black,black,female,XDI82U,Lexus,RX Hybrid,,,,,1,0,0,0,60+,Низкий
53032,Russell Belancer,322803.0,3296,Lakechime St,872293054,322803.0,80.0,79.0,brown,brown,male,XJR202,Chevrolet,Cruze,85300.0,"
",,,1,1,1,0,60+,Высокий
53044,Lin Vigilante,636029.0,663,Chally Rd,469750608,636029.0,23.0,59.0,brown,blonde,female,VS6333,GMC,1500 Club Coupe,20500.0,"corners: next the ten courtiers; these were ornamented all over with
",,,1,1,1,0,20-30,Ниже среднего
53053,Fay Oravetz,127412.0,1426,Sandi St,863278094,127412.0,53.0,62.0,green,blonde,female,M7D015,Infiniti,M,,"witness.’ And he added in an undertone to the Queen, ‘Really, my dear,
",,,1,0,1,0,50-60,Низкий
53058,Magdalena Pujia,635209.0,2280,Valhalla St,496191701,635209.0,81.0,67.0,blue,blue,female,DE856G,Ford,Escape,41600.0,,,,1,1,0,0,60+,Выше среднего
53061,Clemente Ospital,588400.0,959,Blandsford Blvd,513195149,588400.0,62.0,76.0,black,black,male,IN5LCR,Honda,Pilot,53700.0,"
",,,1,1,1,0,60+,Выше среднего
53063,Keven Zippe,342637.0,2646,Northall Way,434583987,342637.0,80.0,57.0,green,brown,male,83TSQU,BMW,X6,,,,,1,0,0,0,60+,Низкий
53067,Devin Dunklin,975536.0,1052,Nile Circle,282669849,975536.0,49.0,80.0,green,brown,male,267WCZ,Toyota,Tacoma,65800.0,,,,1,1,0,0,40-50,Высокий
53076,Boris Bijou,664914.0,3327,Northwestern Dr,401191868,664914.0,54.0,60.0,amber,grey,male,680KGQ,Mercury,Monterey,,,,,1,0,0,0,50-60,Низкий
53081,Demetrius Vaughan,513381.0,2258,Huntsmans Ave,241481222,513381.0,47.0,81.0,black,green,female,43I845,Chevrolet,Silverado 3500,81200.0,,,,1,1,0,0,40-50,Высокий
53088,Lina Hendrikson,195028.0,760,Gosheff Ave,630128965,195028.0,70.0,61.0,blue,blue,female,DJT3ZM,GMC,Safari,32000.0,,,,1,1,0,0,60+,Ниже среднего
53089,Guy Forguson,374718.0,671,Winster Way,202319135,374718.0,80.0,81.0,brown,white,male,5I1477,Mercedes-Benz,E-Class,56500.0,"she felt a little nervous about this; ‘for it might end, you know,’ said
",,,1,1,1,0,60+,Выше среднего
53099,Jerrod Sarver,860026.0,3289,N Upton Way,584576086,860026.0,18.0,80.0,blue,white,male,4305LT,Saab,9-5,,"‘Serpent, I say again!’ repeated the Pigeon, but in a more subdued tone,
",,,1,0,1,0,<20,Низкий
53115,Gerry Scotten,634769.0,3063,Gilton Dr,713637543,634769.0,39.0,79.0,black,blonde,male,6081GE,Mitsubishi,Montero,24600.0,,,,1,1,0,0,30-40,Ниже среднего
53116,Cole Nagelhout,598641.0,3561,Vantage Hill Circle,278686834,598641.0,82.0,57.0,green,red,male,1XH3JP,Dodge,Ram 2500,,,,,1,0,0,0,60+,Низкий
53117,Lore Proia,150152.0,2289,Blackhawk Meadow St,662584523,150152.0,20.0,72.0,blue,blonde,female,T6A1K8,Ford,Ranger,,,,,1,0,0,0,<20,Низкий
53122,Theresa Plueger,601372.0,650,N View Dr,393275634,601372.0,19.0,80.0,brown,white,female,8Z5886,Jeep,Wrangler,25700.0,"hastily, for the White Rabbit cried out, ‘Silence in the court!’ and the
",,,1,1,1,0,<20,Ниже среднего
53130,Estrella Wines,388099.0,3697,Hergesell Rd,695066588,388099.0,40.0,63.0,amber,black,female,6160PV,Dodge,Durango,60700.0,"
",,,1,1,1,0,30-40,Выше среднего
53133,Dave Iott,251280.0,695,White Eagle Circle,223477056,251280.0,79.0,58.0,amber,blonde,male,B2276C,Mercedes-Benz,GL-Class,82000.0,"   I gave her one, they gave him two,
",,,1,1,1,0,60+,Высокий
53170,Vaughn Luy,781974.0,935,Eagan Oaks Circle,953554585,781974.0,86.0,69.0,brown,brown,male,706614,BMW,M3,,,,,1,0,0,0,60+,Низкий
53176,Nelly Ludkowski,324016.0,3623,Cliff Pine Rd,143842893,324016.0,73.0,55.0,blue,brown,female,AI6551,Nissan,GT-R,,,,,1,0,0,0,60+,Низкий
53189,Carmella Dickey,756902.0,3105,Electric Way,564147321,756902.0,49.0,74.0,black,blonde,female,4TQSD3,Infiniti,G35,10000.0,"        a trial,
",,,1,1,1,0,40-50,Низкий
53198,Alida Seielstad,569563.0,3925,Folly Orchard Blvd,753331353,569563.0,64.0,63.0,green,blonde,female,84T7L1,Bentley,Arnage,,,,,1,0,0,0,60+,Низкий
53214,Irvin Wasp,515233.0,3679,Monet Rd,855671099,515233.0,79.0,82.0,amber,white,male,KGZ1SX,Lexus,LX,63000.0,,,,1,1,0,0,60+,Выше среднего
53220,Cliff Kovacich,307564.0,360,Carletta Dr,353526361,307564.0,69.0,63.0,blue,red,male,24437K,Peugeot,207,55300.0,,,,1,1,0,0,60+,Выше среднего
53230,Elissa Schoepf,781463.0,1886,Symmonds Circle,352184711,781463.0,45.0,76.0,green,white,female,6PP6P1,Mercury,Grand Marquis,77700.0,"
",,,1,1,1,0,40-50,Высокий
53254,Aurelio Sanfratello,622146.0,3545,Lane Lorraine Dr,438451364,622146.0,61.0,82.0,brown,blonde,male,2PJB38,Chevrolet,G-Series 1500,17200.0,,,,1,1,0,0,60+,Ниже среднего
53260,Margurite Guilstorf,632082.0,2583,Belle Ami Circle,950820726,632082.0,64.0,72.0,black,blue,female,7L4420,GMC,Sierra 3500,42200.0,"‘Sure, it does, yer honour: but it’s an arm for all that.’
",,,1,1,1,0,60+,Выше среднего
53262,Monty Torrico,581628.0,3788,Barkl Dr,555132316,581628.0,53.0,66.0,blue,green,male,K652G6,Mitsubishi,Galant,84000.0,,silver,20170307.0,1,1,0,1,50-60,Высокий
53265,Mitch Podewils,905224.0,2444,Bushwick Circle,313192828,905224.0,77.0,68.0,brown,red,male,OY5IZL,Jaguar,XK,30400.0,"Seven flung down his brush, and had just begun ‘Well, of all the unjust
",,,1,1,1,0,60+,Ниже среднего
53269,Antonietta Threats,255588.0,2647,Lherault St,647451500,255588.0,60.0,52.0,blue,grey,female,QAA365,BMW,3 Series,63500.0,"This question the Dodo could not answer without a great deal of thought,
",,,1,1,1,0,50-60,Выше среднего
53272,Derick Huban,117138.0,3076,Pryer Ave,916946222,117138.0,74.0,69.0,amber,green,male,63TQVD,Chevrolet,Express 3500,54200.0,"to suit them!’
",,,1,1,1,0,60+,Выше среднего
53308,Thersa Grasmuck,949067.0,1675,Hartridge Ave,873304377,949067.0,21.0,79.0,blue,brown,female,8YUU6V,GMC,Sierra 1500,,"yet--it’s rather curious, you know, this sort of life! I do wonder what
",,,1,0,1,0,20-30,Низкий
53319,Song Ronquillo,413829.0,3533,W Gilbert Circle,202539450,413829.0,26.0,82.0,green,grey,female,Q1VHJW,Volkswagen,Passat,67000.0,,,,1,1,0,0,20-30,Высокий
53341,Shae Sandburg,256280.0,3818,Uxmore Rd,257248403,256280.0,87.0,52.0,amber,white,female,6C781R,Acura,RL,,"By the time she had caught the flamingo and brought it back, the fight
",,,1,0,1,0,60+,Низкий
53357,Lindsay Katis,643493.0,1812,Senior Rd,380831550,643493.0,33.0,81.0,black,grey,female,6RQ5S6,Honda,Accord Crosstour,47900.0,,,,1,1,0,0,30-40,Выше среднего
53359,Leisha Levenstein,956850.0,68,W Creek Farms Rd,321577947,956850.0,52.0,80.0,green,black,female,0VLF86,Jaguar,S-Type,25600.0,"‘He must have imitated somebody else’s hand,’ said the King. (The jury
",,,1,1,1,0,50-60,Ниже среднего
53360,Maximo Marrable,877445.0,375,South Normandy Ave,274180224,877445.0,27.0,52.0,black,blue,male,WKAT34,Honda,S2000,78500.0,,,,1,1,0,0,20-30,Высокий
53382,Myles Marushia,313009.0,2094,Ightham Dr,823412663,313009.0,71.0,53.0,blue,blue,male,8T18J0,Chrysler,LHS,,"‘What I was going to say,’ said the Dodo in an offended tone, ‘was, that
",regular,20170710.0,1,0,1,1,60+,Низкий
53384,Maximo Purdum,726984.0,59,North Patrick Ave,366061566,726984.0,47.0,53.0,green,white,male,O8F13M,BMW,M3,51600.0,,,,1,1,0,0,40-50,Выше среднего
53388,Eric Prentiss,478595.0,899,Holsclaw Ave,511278383,478595.0,58.0,70.0,green,white,male,2NNES3,Mazda,Mazdaspeed 3,68500.0,,,,1,1,0,0,50-60,Высокий
53395,Sydney Montera,363840.0,2601,Donny Hill Circle,270515197,363840.0,46.0,82.0,brown,blue,male,8ZQ62K,Ford,Expedition,10700.0,"‘But they were IN the well,’ Alice said to the Dormouse, not choosing to
",,,1,1,1,0,40-50,Ниже среднего
53396,Rosendo Lysen,111403.0,361,Whernside St,842623022,111403.0,31.0,66.0,amber,black,male,UW56PM,Jeep,Compass,,"confusing it is all the things being alive; for instance, there’s the
",,,1,0,1,0,30-40,Низкий
53414,Elvis Mulvehill,652690.0,1205,Antigone Dr,166856621,652690.0,72.0,60.0,black,grey,male,M6W38M,Volkswagen,CC,76400.0,"key and hurried off to the garden door.
",,,1,1,1,0,60+,Высокий
53433,Angelo Apgar,892112.0,296,Glenrown Dr,693529268,892112.0,57.0,50.0,black,white,male,65Q45S,Mitsubishi,3000GT,66100.0,"‘And ever since that,’ the Hatter went on in a mournful tone, ‘he won’t
",,,1,1,1,0,50-60,Высокий
53438,Jimmie Mclauchlen,923064.0,2438,Eton Wick St,479437210,923064.0,32.0,70.0,blue,black,male,2W5GAM,Dodge,Grand Caravan,37000.0,"  Was kindly permitted to pocket the spoon:
",,,1,1,1,0,30-40,Ниже среднего
53442,Jude Vanoort,877846.0,1443,Ensfield Blvd,995635866,877846.0,69.0,81.0,amber,black,male,RWOV0K,Volvo,S80,,,,,1,0,0,0,60+,Низкий
53444,Livia Granillo,165864.0,3853,Baylor Dr,751546394,165864.0,85.0,76.0,blue,blue,female,8ICHTZ,Oldsmobile,Bravada,,"‘--or next day, maybe,’ the Footman continued in the same tone, exactly
",,,1,0,1,0,60+,Низкий
53451,Ying Penhollow,997950.0,779,Wambool Ave,651996957,997950.0,84.0,69.0,blue,grey,female,66DP8D,Infiniti,G37,51800.0,,,,1,1,0,0,60+,Выше среднего
53462,Jacques Bies,272244.0,1996,Blewitt Dr,401086628,272244.0,30.0,64.0,black,red,male,41M241,Toyota,Sequoia,14700.0,,,,1,1,0,0,20-30,Ниже среднего
53463,Alicia Kuszynski,724371.0,2114,Barola Circle,158233323,724371.0,37.0,58.0,blue,brown,female,8SVH1Y,Honda,Pilot,57200.0,"‘I can’t go no lower,’ said the Hatter: ‘I’m on the floor, as it is.’
",,,1,1,1,0,30-40,Выше среднего
53479,Nancee Salimi,113486.0,3754,Walking Circle,573601753,113486.0,82.0,58.0,green,red,female,02G281,Infiniti,I,50000.0,"between them, fast asleep, and the other two were using it as a
",,,1,1,1,0,60+,Выше среднего
53486,Danielle Palys,385970.0,902,Belgrave Dr,273937661,385970.0,57.0,77.0,amber,brown,female,02I15K,Ford,F350,,,,,1,0,0,0,50-60,Низкий
53509,Hilton Isreal,440367.0,455,St Matthew Way,221383839,440367.0,33.0,81.0,green,grey,male,Z56H1N,Ford,F350,28000.0,"she spoke.
",,,1,1,1,0,30-40,Ниже среднего
53512,Norbert Henkey,518006.0,3864,Cereza Dr,340781594,518006.0,18.0,58.0,green,brown,male,JCA1XZ,Cadillac,STS,85300.0,,,,1,1,0,0,<20,Высокий
53516,Andree Dedo,247782.0,3552,Chula Vista Way,891057432,247782.0,85.0,50.0,green,grey,female,ZT0X6F,Suzuki,XL-7,,"enough of it now in sight, and no more of it appeared.
",,,1,0,1,0,60+,Низкий
53517,Johnathan Buckler,899697.0,2624,English Hills St,631516803,899697.0,55.0,54.0,green,red,male,8D3P68,Toyota,Corolla,19400.0,"it must be a walrus or hippopotamus, but then she remembered how small
",,,1,1,1,0,50-60,Ниже среднего
53535,Jamie Beetley,499450.0,3232,N Crystal Beach St,769062929,499450.0,48.0,57.0,brown,black,male,4AC3BB,Dodge,Ram Van 2500,,,,,1,0,0,0,40-50,Низкий
53549,Stefania Sessa,689251.0,40,Carrollwood Blvd,223765102,689251.0,45.0,59.0,black,green,female,T5ZOFP,Ford,Flex,50500.0,"she could, for her neck kept getting entangled among the branches, and
",,,1,1,1,0,40-50,Выше среднего
53562,Deandrea Lomu,897226.0,2407,Sun Point Way,688758047,897226.0,31.0,60.0,green,green,female,P5H2QS,Dodge,Challenger,61300.0,"of him), while the rest waited in silence. At last the Dodo said,
",,,1,1,1,0,30-40,Выше среднего
53563,Roy Kakar,714521.0,3611,Calument Dr,532077979,714521.0,75.0,57.0,black,grey,male,XGT0KE,Acura,CL,,"
",,,1,0,1,0,60+,Низкий
53568,Ned Jablon,462670.0,710,Tite Ave,455058358,462670.0,48.0,78.0,amber,blonde,male,2OF427,Lincoln,Navigator,,,,,1,0,0,0,40-50,Низкий
53576,Lesley Hudgins,637372.0,2826,Paw Print St,556800650,637372.0,83.0,78.0,brown,blonde,male,KRFV4V,BMW,Z4,61900.0,,,,1,1,0,0,60+,Выше среднего
53577,Heath Colopy,265570.0,2379,Dumais Rd,820900671,265570.0,57.0,59.0,brown,blue,male,87RF43,Subaru,B9 Tribeca,,"   He only does it to annoy,
",,,1,0,1,0,50-60,Низкий
53579,Kristina Hotter,568747.0,3417,Avonley Rd,561598254,568747.0,68.0,59.0,blue,blonde,female,O8C010,Mazda,Miata MX-5,33000.0,"‘Did you say “What a pity!”?’ the Rabbit asked.
",,,1,1,1,0,60+,Ниже среднего
53581,Hee Seebaum,965054.0,3121,E Barbour Blvd,386196829,965054.0,64.0,74.0,black,white,female,MTAMK3,Ford,Mustang,15200.0,,,,1,1,0,0,60+,Ниже среднего
53587,Bobbie Swanigan,716312.0,1915,Lee Patent Rd,695547909,716312.0,86.0,58.0,blue,grey,male,86J6BE,Volkswagen,Touareg,32900.0,"shouldn’t be hungry for it, you know.’
",,,1,1,1,0,60+,Ниже среднего
53610,April Ouzts,949056.0,1365,Algosi Blvd,869479827,949056.0,55.0,67.0,brown,brown,female,5PJ8Y4,Chevrolet,Silverado 2500,45500.0,,,,1,1,0,0,50-60,Выше среднего
53624,Ta Abubakr,910632.0,2904,Seething Rd,187260902,910632.0,29.0,81.0,green,brown,female,6A0CP6,Subaru,Tribeca,,,,,1,0,0,0,20-30,Низкий
53656,Augusta Deal,259203.0,78,Overett Dr,664657648,259203.0,63.0,78.0,green,blonde,female,QE3EW3,Ferrari,612 Scaglietti,65200.0,"She was a good deal frightened by this very sudden change, but she felt
",,,1,1,1,0,60+,Высокий
53663,Franklin Brofft,654563.0,968,Nectar Dr,294362412,654563.0,86.0,79.0,blue,white,male,0D1QN0,Saab,9-3,67600.0,,,,1,1,0,0,60+,Высокий
53668,Spencer Dombroski,260421.0,2686,Los Charros Blvd,334107502,260421.0,23.0,54.0,amber,black,male,M831SG,Ford,F350,52300.0,"    nothing
",,,1,1,1,0,20-30,Выше среднего
53694,Kelli Paszek,791783.0,3290,Powderworks Rd,274574874,791783.0,79.0,73.0,brown,blonde,female,8AU60K,Ford,Edge,52400.0,"
",,,1,1,1,0,60+,Выше среднего
53699,Christian Pagano,628433.0,2585,Northwestern Dr,644772304,628433.0,43.0,82.0,green,black,male,3VIYZQ,Chrysler,Sebring,,,,,1,0,0,0,40-50,Низкий
53702,Marshall Ostrosky,286729.0,2968,Victoria Dock Dr,822964776,286729.0,75.0,73.0,blue,green,male,8375P4,Chevrolet,Cobalt,89500.0," Will you, won’t you, will you, won’t you, won’t you join the dance?
",,,1,1,1,0,60+,Высокий
53716,Genaro Ovesen,409387.0,3798,Verdala Circle,536559697,409387.0,25.0,82.0,brown,blue,male,P24EXE,BMW,X5,54800.0,"   Yet you finished the goose, with the bones and the beak--
",,,1,1,1,0,20-30,Выше среднего
53737,Rory Lhuillier,391956.0,2085,Export Way,162940402,391956.0,20.0,55.0,green,black,female,8H5ET4,Chevrolet,Equinox,43300.0,"should like to hear her try and repeat something now. Tell her to
",,,1,1,1,0,<20,Выше среднего
53753,Francisco Harcrow,918572.0,2537,Wattle Grove Circle,522019305,918572.0,20.0,76.0,green,grey,male,7U4YYM,GMC,Envoy,26100.0,"you’re changed, do you?’
",regular,20171214.0,1,1,1,1,<20,Ниже среднего
53764,Quinn Fiato,218052.0,1247,Jubilee Circle,771846622,218052.0,84.0,53.0,green,blonde,male,3RY2G2,Subaru,Impreza,39400.0,"
",,,1,1,1,0,60+,Выше среднего
53765,Barbra Linz,318128.0,1152,Cottongrass Blvd,277047607,318128.0,79.0,79.0,blue,white,female,68G1T4,Audi,S5,50300.0,"its children, ‘Come away, my dears! It’s high time you were all in bed!’
",,,1,1,1,0,60+,Выше среднего
53784,Daniella Caramelo,331205.0,2333,Henry Knox Circle,157560207,331205.0,26.0,57.0,blue,blue,female,ENS1Q4,BMW,650,32100.0,,,,1,1,0,0,20-30,Ниже среднего
53788,Dagny Mikez,137308.0,297,Teynham St,793835645,137308.0,55.0,57.0,black,grey,female,1ED0A8,Audi,S6,,,regular,20180218.0,1,0,0,1,50-60,Низкий
53789,Toni Siwiec,855892.0,1398,Woodbank Dr,820490009,855892.0,24.0,81.0,blue,brown,female,NRTIAK,Land Rover,Discovery Series II,27600.0,"‘You might just as well say,’ added the Dormouse, who seemed to be
",,,1,1,1,0,20-30,Ниже среднего
53792,Loyd Rapko,232476.0,2666,Smith Mills Ave,512461118,232476.0,45.0,67.0,black,green,male,WAMMPT,Infiniti,Q,73300.0,"a rabbit! I suppose Dinah’ll be sending me on messages next!’ And she
",,,1,1,1,0,40-50,Высокий
53844,Floretta Wadsworth,358249.0,393,Spuraway Ave,700694521,358249.0,45.0,58.0,black,black,female,Z43455,Lexus,LS,71900.0,,,,1,1,0,0,40-50,Высокий
53846,Kaycee Wriedt,414248.0,1196,Rochelle Ave,987344451,414248.0,74.0,66.0,blue,white,female,O37HR4,Ford,Explorer,69900.0,"    (We know it to be true):
",,,1,1,1,0,60+,Высокий
53847,Marline Kiesewetter,101782.0,3554,W Nicholai Way,166751005,101782.0,57.0,61.0,amber,green,female,0LX0QI,Toyota,Matrix,32300.0,"Alice looked down at them, and considered a little before she gave her
",,,1,1,1,0,50-60,Ниже среднего
53857,Lee Kreiter,159466.0,2620,Falmouth Ave,354413111,159466.0,70.0,77.0,brown,white,male,N5537U,Infiniti,QX,25700.0,"like a mouse, you know. But do cats eat bats, I wonder?’ And here Alice
",,,1,1,1,0,60+,Ниже среднего
53890,Sophie Tiberio,957671.0,3755,Northwestern Dr,442830147,957671.0,35.0,73.0,amber,grey,female,U05L07,Volvo,S90,440900.0,,,,1,1,0,0,30-40,Высокий
53891,Dorian Efird,156703.0,2281,E Hubbard Rd,291906800,156703.0,48.0,82.0,blue,brown,female,HGP051,GMC,Sierra 2500,,"a little shriek, and went on: ‘--that begins with an M, such as
",,,1,0,1,0,40-50,Низкий
53904,Zachariah Droze,134397.0,954,Warrego Rd,292136557,134397.0,89.0,73.0,amber,blonde,male,44OU73,Kia,Rio,76400.0,"
",,,1,1,1,0,60+,Высокий
53906,Lucius Lundrigan,645696.0,645,Pheasant St,141574492,645696.0,30.0,65.0,brown,brown,male,G250EN,Audi,S5,,"‘I’ll fetch the executioner myself,’ said the King eagerly, and he
",,,1,0,1,0,20-30,Низкий
53915,Israel Cacioppo,652272.0,3254,Summerrain Way,502379434,652272.0,53.0,67.0,brown,black,male,6W2G35,Chevrolet,Tahoe,26500.0,"tea-things are put out here?’ she asked.
",,,1,1,1,0,50-60,Ниже среднего
53917,Tyson Hronick,681549.0,1039,Barracane Blvd,783077524,681549.0,82.0,65.0,brown,black,male,6SK23E,GMC,Safari,31200.0,,,,1,1,0,0,60+,Ниже среднего
53918,Nery Dierolf,711927.0,2109,Dwarf Way,717965684,711927.0,33.0,79.0,green,blonde,female,02IJBU,Ford,Windstar,60300.0,,,,1,1,0,0,30-40,Выше среднего
53926,Irish Handwerk,709235.0,2499,Old Indian Ave,708907112,709235.0,21.0,77.0,green,red,female,PP2406,Jaguar,X-Type,,,,,1,0,0,0,20-30,Низкий
53954,Kurt Kochheiser,461653.0,3055,Middleset Blvd,512474808,461653.0,76.0,73.0,green,red,male,FKWD70,Chrysler,PT Cruiser,,"Here the Dormouse shook itself, and began singing in its sleep ‘Twinkle,
",,,1,0,1,0,60+,Низкий
53977,Pam Henrichsen,481491.0,1130,Forest Farm Rd,858287792,481491.0,43.0,68.0,green,brown,female,PP2878,Dodge,Ram Van 3500,66100.0,,,,1,1,0,0,40-50,Высокий
54009,Gilbert Caivano,257367.0,2818,Russel St,541087179,257367.0,33.0,58.0,green,grey,male,XVIMD3,Daewoo,Lanos,357600.0,"
",,,1,1,1,0,30-40,Высокий
54031,Brandon Dibrell,191020.0,944,Alkham Dr,448027437,191020.0,32.0,74.0,blue,white,male,N3GO8W,Dodge,Ram Van 3500,45300.0,,,,1,1,0,0,30-40,Выше среднего
54033,Karren Jui,124047.0,1361,Supor St,402651194,124047.0,79.0,82.0,brown,black,female,KTDY52,Mitsubishi,Montero,78800.0,,,,1,1,0,0,60+,Высокий
54044,Chan Prager,788735.0,3031,Thatford Dr,786319499,788735.0,32.0,64.0,black,blonde,female,S41PFB,Dodge,Dakota Club,37200.0,,,,1,1,0,0,30-40,Ниже среднего
54054,Josiah Schiavone,112994.0,581,Sulky St,350318679,112994.0,36.0,62.0,amber,black,male,12W3JK,Dodge,Ram,,"after that into a butterfly, I should think you’ll feel it a little
",,,1,0,1,0,30-40,Низкий
54063,Cristy Tygart,399740.0,3630,E Saint Charles Ave,823998411,399740.0,27.0,77.0,amber,red,female,48CU21,Jeep,Commander,83700.0,"shut up like a telescope! I think I could, if I only knew how to begin.’
",,,1,1,1,0,20-30,Высокий
